image_index,true_label,predicted_class,correct,cycles,frame,status_hex,sum_hex,xor_hex,cycle_ok,frame_ok,status_ok
759,5,5,1,1282,760,0x00000015,0x0000578B,0x2D,1,1,1
760,4,4,1,1282,761,0x00000015,0x00003FEB,0x65,1,1,1
761,1,1,1,1282,762,0x00000015,0x00002CF1,0xC9,1,1,1
762,8,8,1,1282,763,0x00000015,0x00006341,0xDD,1,1,1
763,3,3,1,1282,764,0x00000015,0x000057A8,0x08,1,1,1
764,5,5,1,1282,765,0x00000015,0x00004B85,0xB1,1,1,1
765,8,8,1,1282,766,0x00000015,0x00007492,0x70,1,1,1
766,5,5,1,1282,767,0x00000015,0x00005E77,0x49,1,1,1
767,1,1,1,1282,768,0x00000015,0x00004228,0x94,1,1,1
768,5,5,1,1282,769,0x00000015,0x0000605A,0xF4,1,1,1
769,6,6,1,1282,770,0x00000015,0x00005B40,0x3E,1,1,1
770,5,5,1,1282,771,0x00000015,0x00006CA3,0x7D,1,1,1
771,9,9,1,1282,772,0x00000015,0x0000691C,0xFA,1,1,1
772,5,5,1,1282,773,0x00000015,0x00006D17,0x8D,1,1,1
773,6,6,1,1282,774,0x00000015,0x000053B6,0x08,1,1,1
774,9,9,1,1282,775,0x00000015,0x0000421C,0xE0,1,1,1
775,2,2,1,1282,776,0x00000015,0x00009C03,0x43,1,1,1
776,1,1,1,1282,777,0x00000015,0x00003383,0x89,1,1,1
777,8,8,1,1282,778,0x00000015,0x000069EB,0x19,1,1,1
778,5,5,1,1282,779,0x00000015,0x00008A2C,0x40,1,1,1
779,6,6,1,1282,780,0x00000015,0x00007369,0x03,1,1,1
780,6,6,1,1282,781,0x00000015,0x000081ED,0x15,1,1,1
781,0,0,1,1282,782,0x00000015,0x000084C6,0xFE,1,1,1
782,5,5,1,1282,783,0x00000015,0x00004EFA,0x5E,1,1,1
783,2,2,1,1282,784,0x00000015,0x00008937,0x25,1,1,1
784,0,0,1,1282,785,0x00000015,0x00009310,0x10,1,1,1
785,4,4,1,1282,786,0x00000015,0x00003B1B,0x73,1,1,1
786,5,5,1,1282,787,0x00000015,0x000044E8,0xE2,1,1,1
787,8,8,1,1282,788,0x00000015,0x00008685,0x13,1,1,1
788,0,0,1,1282,789,0x00000015,0x00007B6E,0x5E,1,1,1
789,4,4,1,1282,790,0x00000015,0x000067BE,0x4A,1,1,1
790,8,8,1,1282,791,0x00000015,0x000079FD,0xD7,1,1,1
791,7,7,1,1282,792,0x00000015,0x00006A9B,0xA1,1,1,1
792,9,9,1,1282,793,0x00000015,0x00007250,0x54,1,1,1
793,4,9,0,1282,794,0x00000015,0x0000520F,0xDD,1,1,1
794,8,8,1,1282,795,0x00000015,0x00006E0B,0x4F,1,1,1
795,8,8,1,1282,796,0x00000015,0x00004FC8,0x8C,1,1,1
796,2,2,1,1282,797,0x00000015,0x0000C51A,0x8E,1,1,1
797,6,6,1,1282,798,0x00000015,0x00009FF6,0x58,1,1,1
798,5,5,1,1282,799,0x00000015,0x00005327,0xCB,1,1,1
799,8,8,1,1282,800,0x00000015,0x00008F3D,0xBF,1,1,1
800,2,2,1,1282,801,0x00000015,0x00006521,0xE5,1,1,1
801,9,9,1,1282,802,0x00000015,0x000072D8,0xF6,1,1,1
802,1,1,1,1282,803,0x00000015,0x00003437,0x63,1,1,1
803,3,3,1,1282,804,0x00000015,0x00007B99,0x71,1,1,1
804,9,9,1,1282,805,0x00000015,0x000088EA,0x98,1,1,1
805,6,6,1,1282,806,0x00000015,0x00007B5B,0xF9,1,1,1
806,8,8,1,1282,807,0x00000015,0x00005D00,0xCE,1,1,1
807,1,1,1,1282,808,0x00000015,0x000042FC,0x7E,1,1,1
808,1,1,1,1282,809,0x00000015,0x00004435,0xC1,1,1,1
809,3,3,1,1282,810,0x00000015,0x00002490,0x48,1,1,1
810,2,2,1,1282,811,0x00000015,0x0000A24D,0xB3,1,1,1
811,8,8,1,1282,812,0x00000015,0x000072C4,0xAE,1,1,1
812,7,7,1,1282,813,0x00000015,0x000056F1,0xC5,1,1,1
813,3,3,1,1282,814,0x00000015,0x000070C5,0x23,1,1,1
814,9,9,1,1282,815,0x00000015,0x000071DB,0xC5,1,1,1
815,1,1,1,1282,816,0x00000015,0x00004804,0x28,1,1,1
816,5,5,1,1282,817,0x00000015,0x00006DDD,0xFD,1,1,1
817,4,4,1,1282,818,0x00000015,0x000053EB,0x4B,1,1,1
818,4,4,1,1282,819,0x00000015,0x000064EC,0x1C,1,1,1
819,8,8,1,1282,820,0x00000015,0x0000A587,0xD3,1,1,1
820,9,9,1,1282,821,0x00000015,0x00005F71,0x6F,1,1,1
821,7,2,0,1282,822,0x00000015,0x00007A4A,0x40,1,1,1
822,3,3,1,1282,823,0x00000015,0x00008670,0xB0,1,1,1
823,9,9,1,1282,824,0x00000015,0x0000437B,0x95,1,1,1
824,1,1,1,1282,825,0x00000015,0x00003B49,0xD1,1,1,1
825,8,8,1,1282,826,0x00000015,0x0000C5B9,0xDF,1,1,1
826,7,8,0,1282,827,0x00000015,0x00007531,0x8D,1,1,1
827,8,8,1,1282,828,0x00000015,0x00008A67,0x25,1,1,1
828,3,3,1,1282,829,0x00000015,0x00005953,0x5B,1,1,1
829,5,5,1,1282,830,0x00000015,0x000056FE,0xCA,1,1,1
830,8,8,1,1282,831,0x00000015,0x00004E38,0x7C,1,1,1
831,4,4,1,1282,832,0x00000015,0x00004A1C,0x62,1,1,1
832,7,7,1,1282,833,0x00000015,0x00004111,0x43,1,1,1
833,1,1,1,1282,834,0x00000015,0x00006C86,0x34,1,1,1
834,5,5,1,1282,835,0x00000015,0x00007025,0x9D,1,1,1
835,3,3,1,1282,836,0x00000015,0x0000A263,0x9D,1,1,1
836,2,8,0,1282,837,0x00000015,0x000085F1,0x5D,1,1,1
837,0,0,1,1282,838,0x00000015,0x000081F7,0x9D,1,1,1
838,8,8,1,1282,839,0x00000015,0x00006B15,0x0F,1,1,1
839,6,6,1,1282,840,0x00000015,0x000066D5,0x6D,1,1,1
840,3,3,1,1282,841,0x00000015,0x000095F8,0x4C,1,1,1
841,6,6,1,1282,842,0x00000015,0x00004EBD,0xC5,1,1,1
842,9,9,1,1282,843,0x00000015,0x0000634E,0xFA,1,1,1
843,6,0,0,1282,844,0x00000015,0x00006B70,0x5E,1,1,1
844,6,6,1,1282,845,0x00000015,0x00006D7E,0xF8,1,1,1
845,7,7,1,1282,846,0x00000015,0x0000521F,0x93,1,1,1
846,5,5,1,1282,847,0x00000015,0x00007749,0xE9,1,1,1
847,3,5,0,1282,848,0x00000015,0x00004385,0x81,1,1,1
848,6,6,1,1282,849,0x00000015,0x0000470C,0x48,1,1,1
849,1,1,1,1282,850,0x00000015,0x00006429,0xCB,1,1,1
850,3,3,1,1282,851,0x00000015,0x000092E3,0xD9,1,1,1
851,5,5,1,1282,852,0x00000015,0x00006231,0x73,1,1,1
852,7,7,1,1282,853,0x00000015,0x00004DFD,0xF3,1,1,1
853,7,7,1,1282,854,0x00000015,0x00006BE3,0x1B,1,1,1
854,7,7,1,1282,855,0x00000015,0x0000749D,0x5B,1,1,1
855,9,9,1,1282,856,0x00000015,0x00006D7F,0x8F,1,1,1
856,7,2,0,1282,857,0x00000015,0x00005B56,0xBC,1,1,1
857,7,7,1,1282,858,0x00000015,0x00005516,0xDE,1,1,1
858,0,0,1,1282,859,0x00000015,0x0000737E,0x2C,1,1,1
859,4,4,1,1282,860,0x00000015,0x0000B10F,0xB3,1,1,1
860,4,9,0,1282,861,0x00000015,0x00005214,0x1C,1,1,1
861,2,2,1,1282,862,0x00000015,0x0000746A,0x98,1,1,1
862,9,9,1,1282,863,0x00000015,0x0000AA13,0xC5,1,1,1
863,6,6,1,1282,864,0x00000015,0x00008A4A,0x94,1,1,1
864,8,8,1,1282,865,0x00000015,0x00006172,0xEC,1,1,1
865,3,3,1,1282,866,0x00000015,0x00006D3C,0x56,1,1,1
866,1,1,1,1282,867,0x00000015,0x00004DBF,0x8B,1,1,1
867,9,9,1,1282,868,0x00000015,0x00004BD4,0x3E,1,1,1
868,8,8,1,1282,869,0x00000015,0x000092BE,0x9E,1,1,1
869,2,2,1,1282,870,0x00000015,0x000073DF,0xAF,1,1,1
870,4,4,1,1282,871,0x00000015,0x0000428C,0xE0,1,1,1
871,9,9,1,1282,872,0x00000015,0x00002496,0x40,1,1,1
872,5,5,1,1282,873,0x00000015,0x0000526E,0x18,1,1,1
873,2,2,1,1282,874,0x00000015,0x0000924A,0x4C,1,1,1
874,1,1,1,1282,875,0x00000015,0x00003D31,0x69,1,1,1
875,1,1,1,1282,876,0x00000015,0x000045D6,0x92,1,1,1
876,1,1,1,1282,877,0x00000015,0x000026E8,0xC8,1,1,1
877,4,4,1,1282,878,0x00000015,0x000065FE,0x56,1,1,1
878,4,4,1,1282,879,0x00000015,0x00004B71,0x89,1,1,1
879,3,3,1,1282,880,0x00000015,0x000066CB,0x9F,1,1,1
880,2,2,1,1282,881,0x00000015,0x00007C40,0x06,1,1,1
881,7,7,1,1282,882,0x00000015,0x00006182,0x2C,1,1,1
882,6,6,1,1282,883,0x00000015,0x000086F5,0x11,1,1,1
883,3,3,1,1282,884,0x00000015,0x000095DA,0x48,1,1,1
884,2,2,1,1282,885,0x00000015,0x00009642,0xEC,1,1,1
885,2,2,1,1282,886,0x00000015,0x00005E31,0x7F,1,1,1
886,2,2,1,1282,887,0x00000015,0x0000989E,0x36,1,1,1
887,4,4,1,1282,888,0x00000015,0x00004F1A,0x92,1,1,1
888,7,7,1,1282,889,0x00000015,0x00003624,0xC0,1,1,1
889,2,2,1,1282,890,0x00000015,0x00006F92,0x66,1,1,1
890,3,3,1,1282,891,0x00000015,0x00004B97,0x33,1,1,1
891,8,8,1,1282,892,0x00000015,0x00007602,0x2E,1,1,1
892,2,2,1,1282,893,0x00000015,0x0000745A,0xC0,1,1,1
893,9,9,1,1282,894,0x00000015,0x000053EC,0xD8,1,1,1
894,5,3,0,1282,895,0x00000015,0x00005B67,0x85,1,1,1
895,9,9,1,1282,896,0x00000015,0x0000595C,0x52,1,1,1
896,7,7,1,1282,897,0x00000015,0x00006C2D,0x85,1,1,1
897,1,1,1,1282,898,0x00000015,0x000052EE,0x44,1,1,1
898,7,7,1,1282,899,0x00000015,0x00004EFB,0xBF,1,1,1
899,0,0,1,1282,900,0x00000015,0x0000559F,0x49,1,1,1
900,1,1,1,1282,901,0x00000015,0x00003404,0x42,1,1,1
901,7,7,1,1282,902,0x00000015,0x000077F7,0x29,1,1,1
902,0,0,1,1282,903,0x00000015,0x00008A70,0x14,1,1,1
903,2,2,1,1282,904,0x00000015,0x00007330,0xD4,1,1,1
904,5,5,1,1282,905,0x00000015,0x00006020,0xC6,1,1,1
905,7,7,1,1282,906,0x00000015,0x00006DD6,0x5C,1,1,1
906,4,4,1,1282,907,0x00000015,0x00006C60,0x4E,1,1,1
907,8,8,1,1282,908,0x00000015,0x00007E4F,0xBB,1,1,1
908,9,9,1,1282,909,0x00000015,0x00004EEC,0xC4,1,1,1
909,1,1,1,1282,910,0x00000015,0x00003800,0x24,1,1,1
910,3,3,1,1282,911,0x00000015,0x00009587,0xE1,1,1,1
911,1,1,1,1282,912,0x00000015,0x00003B44,0x54,1,1,1
912,4,4,1,1282,913,0x00000015,0x0000432F,0xDD,1,1,1
913,8,8,1,1282,914,0x00000015,0x00008C3B,0xB5,1,1,1
914,5,5,1,1282,915,0x00000015,0x000088E3,0x43,1,1,1
915,5,5,1,1282,916,0x00000015,0x0000654A,0x5C,1,1,1
916,3,3,1,1282,917,0x00000015,0x0000A284,0x8A,1,1,1
917,0,0,1,1282,918,0x00000015,0x0000A1E0,0x32,1,1,1
918,0,0,1,1282,919,0x00000015,0x0000A963,0xE3,1,1,1
919,2,2,1,1282,920,0x00000015,0x000051C8,0xA6,1,1,1
920,7,7,1,1282,921,0x00000015,0x00003429,0x2F,1,1,1
921,0,0,1,1282,922,0x00000015,0x0000A2DD,0x23,1,1,1
922,6,6,1,1282,923,0x00000015,0x00007AEA,0xCA,1,1,1
923,2,2,1,1282,924,0x00000015,0x000044C2,0x02,1,1,1
924,0,0,1,1282,925,0x00000015,0x000080E3,0xCF,1,1,1
925,0,0,1,1282,926,0x00000015,0x000061EC,0xD6,1,1,1
926,4,4,1,1282,927,0x00000015,0x000058AC,0x8E,1,1,1
927,7,7,1,1282,928,0x00000015,0x0000615F,0xEF,1,1,1
928,7,7,1,1282,929,0x00000015,0x00006015,0xB5,1,1,1
929,6,6,1,1282,930,0x00000015,0x0000A7D3,0xD9,1,1,1
930,6,6,1,1282,931,0x00000015,0x00003EA2,0xA8,1,1,1
931,4,4,1,1282,932,0x00000015,0x00007066,0x2E,1,1,1
932,9,9,1,1282,933,0x00000015,0x00007497,0x51,1,1,1
933,7,7,1,1282,934,0x00000015,0x00004EB7,0x1B,1,1,1
934,1,1,1,1282,935,0x00000015,0x00003716,0x92,1,1,1
935,1,1,1,1282,936,0x00000015,0x00004E51,0x21,1,1,1
936,6,6,1,1282,937,0x00000015,0x000097DA,0x9A,1,1,1
937,3,3,1,1282,938,0x00000015,0x000062EC,0x4A,1,1,1
938,1,1,1,1282,939,0x00000015,0x0000656D,0xE5,1,1,1
939,3,3,1,1282,940,0x00000015,0x0000BE7C,0x9E,1,1,1
940,9,3,0,1282,941,0x00000015,0x00007E13,0x71,1,1,1
941,4,4,1,1282,942,0x00000015,0x000058FF,0xDD,1,1,1
942,7,7,1,1282,943,0x00000015,0x0000816D,0x7D,1,1,1
943,2,2,1,1282,944,0x00000015,0x0000A58A,0xA6,1,1,1
944,9,7,0,1282,945,0x00000015,0x00005096,0x54,1,1,1
945,2,2,1,1282,946,0x00000015,0x0000612A,0x00,1,1,1
946,7,7,1,1282,947,0x00000015,0x00004607,0x73,1,1,1
947,0,0,1,1282,948,0x00000015,0x00009663,0xF1,1,1,1
948,8,8,1,1282,949,0x00000015,0x00005F5F,0x01,1,1,1
949,3,3,1,1282,950,0x00000015,0x00009DD1,0x13,1,1,1
950,8,8,1,1282,951,0x00000015,0x000067DE,0x80,1,1,1
951,4,4,1,1282,952,0x00000015,0x000061CF,0x81,1,1,1
952,7,7,1,1282,953,0x00000015,0x0000873C,0x98,1,1,1
953,4,4,1,1282,954,0x00000015,0x00003FB2,0x76,1,1,1
954,5,5,1,1282,955,0x00000015,0x00006DB6,0xD4,1,1,1
955,0,0,1,1282,956,0x00000015,0x00007B0F,0x33,1,1,1
956,7,7,1,1282,957,0x00000015,0x00005A2C,0xC4,1,1,1
957,9,9,1,1282,958,0x00000015,0x00008762,0xDA,1,1,1
958,8,8,1,1282,959,0x00000015,0x000063AE,0x48,1,1,1
959,5,5,1,1282,960,0x00000015,0x00003985,0xD1,1,1,1
960,0,0,1,1282,961,0x00000015,0x00008AFD,0xE1,1,1,1
961,9,9,1,1282,962,0x00000015,0x0000872B,0x4D,1,1,1
962,1,1,1,1282,963,0x00000015,0x0000549F,0x39,1,1,1
963,1,1,1,1282,964,0x00000015,0x000020F3,0x59,1,1,1
964,8,8,1,1282,965,0x00000015,0x000067EA,0x34,1,1,1
965,9,9,1,1282,966,0x00000015,0x000064B2,0x9E,1,1,1
966,8,8,1,1282,967,0x00000015,0x00007BA1,0x71,1,1,1
967,3,3,1,1282,968,0x00000015,0x00008C7C,0x2E,1,1,1
968,6,6,1,1282,969,0x00000015,0x0000A104,0x7C,1,1,1
969,1,1,1,1282,970,0x00000015,0x00002626,0x40,1,1,1
970,3,3,1,1282,971,0x00000015,0x000066FC,0x0C,1,1,1
971,0,0,1,1282,972,0x00000015,0x00008815,0x91,1,1,1
972,0,0,1,1282,973,0x00000015,0x00008ABA,0xC6,1,1,1
973,1,1,1,1282,974,0x00000015,0x00002D4E,0xA2,1,1,1
974,1,1,1,1282,975,0x00000015,0x000030D1,0x6F,1,1,1
975,2,2,1,1282,976,0x00000015,0x00007813,0x7F,1,1,1
976,7,7,1,1282,977,0x00000015,0x00003E54,0x2E,1,1,1
977,2,2,1,1282,978,0x00000015,0x0000521B,0xF7,1,1,1
978,8,8,1,1282,979,0x00000015,0x000086AC,0x60,1,1,1
979,7,7,1,1282,980,0x00000015,0x00004D44,0x50,1,1,1
980,3,5,0,1282,981,0x00000015,0x00006178,0x70,1,1,1
981,4,4,1,1282,982,0x00000015,0x00004220,0x84,1,1,1
982,2,2,1,1282,983,0x00000015,0x00006EF6,0x7C,1,1,1
983,9,9,1,1282,984,0x00000015,0x00005FB1,0x85,1,1,1
984,6,6,1,1282,985,0x00000015,0x00009029,0x91,1,1,1
985,1,1,1,1282,986,0x00000015,0x00003169,0x15,1,1,1
986,1,1,1,1282,987,0x00000015,0x000033FD,0x2F,1,1,1
987,7,7,1,1282,988,0x00000015,0x000033EC,0x46,1,1,1
988,7,7,1,1282,989,0x00000015,0x0000421A,0xF2,1,1,1
989,9,9,1,1282,990,0x00000015,0x00004B5F,0x3B,1,1,1
990,4,4,1,1282,991,0x00000015,0x00004B30,0x9C,1,1,1
991,1,1,1,1282,992,0x00000015,0x000034E8,0x4A,1,1,1
992,8,8,1,1282,993,0x00000015,0x00009174,0x6C,1,1,1
993,2,2,1,1282,994,0x00000015,0x00008965,0xC9,1,1,1
994,8,8,1,1282,995,0x00000015,0x00006F7A,0xE6,1,1,1
995,8,8,1,1282,996,0x00000015,0x000095C7,0x0B,1,1,1
996,9,9,1,1282,997,0x00000015,0x00006CE6,0x1A,1,1,1
997,3,3,1,1282,998,0x00000015,0x00008546,0x40,1,1,1
998,7,7,1,1282,999,0x00000015,0x00006B4A,0x78,1,1,1
999,0,0,1,1282,1000,0x00000015,0x00009B2A,0xD8,1,1,1
